data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7884033,48,BHR1465,1465,"11 April 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Northern,,,Barbar,26.2294,50.4806,1,"14 February Revolution Youth Coalition",Other,"On 11/4/2019, a rally was held in Barbar the against normalization of ties with Israel. [size=no report]",0,1618873888,BHR
6060137,48,BHR1461,1461,"09 April 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Capital,,,"Southern Sehla",26.2019,50.5368,1,"Al Wafa","New media","On 9/4/2019, a protest was held in Southern Sehla the against normalization of ties with Israel. [size=dozens]",0,1571164548,BHR
7119193,48,BHR8989,8989,"09 April 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Government of Bahrain (1999-)",6,,,0,60,"Middle East",Bahrain,Capital,,,Manama,26.2279,50.5857,1,"Gulf Daily News",National,"On 9 April 2019, Bahraini members of parliament staged a silent protest in Manama city against Bahrain hosting an Israeli delegation at the Global Entrepreneurship Congress. [size=no report]",0,1591630391,BHR
5127784,48,BHR1463,1463,"08 April 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Capital,,,"Al Akr",26.1431,50.6103,1,"14 February Revolution Youth Coalition",Other,"On 8/4/2019, anti-regime rioters in Akr who are part of the February 14 Youth Coalition agitation, blocked a street with a fire. They are currently denouncing plans of an Israeli delegation to take part in a conference in Manama. [size=no report]",0,1555367767,BHR
7875954,48,BHR1455,1455,"06 April 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Capital,,,"Al Akr",26.1431,50.6103,1,"14 February Revolution Youth Coalition",Other,"On 6 April 2019, anti-regime rioters who are part of the February 14 Youth Coalition agitation, threw Molotov cocktails at security forces in Akr. [size=no report]",0,1618859402,BHR
5121246,48,BHR1453,1453,"05 April 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Capital,,,"Al Musalla",26.2122,50.5372,1,"14 February Revolution Youth Coalition",Other,"On 5/4/2019, anti-regime rioters in Musalla who are part of the February 14 Youth Coalition agitation, set ablaze an Israeli flag and pictures of the Bahraini King and the Israeli Prime Minister. [size=no report]",0,1554760628,BHR
6060053,48,BHR1448,1448,"05 April 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Northern,,,Sar,26.1942,50.4819,1,"Al Wafa","New media","On 5/4/2019, a protest was held in Sar against the normalization of ties with Israel. [size=dozens]",0,1571164548,BHR
6060054,48,BHR1450,1450,"05 April 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Northern,,,"Ash Shakhurah",26.2147,50.5069,1,"Al Wafa","New media","On 5/4/2019, a protest was held in Shakurah against the normalization of ties with Israel. [size=dozens]",0,1571164548,BHR
6060082,48,BHR1449,1449,"05 April 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"Al Wafa","New media","On 5/4/2019, a protest was held in Abu Saybi the against normalization of ties with Israel. [size=dozens]",0,1571164548,BHR
7876031,48,BHR1454,1454,"05 April 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"14 February Revolution Youth Coalition",Other,"On 5 April 2019, anti-regime rioters who are part of the February 14 Youth Coalition agitation, threw Molotov cocktails at security forces in Abu Saybi. [size=no report]",0,1618859403,BHR
7994700,48,BHR1452,1452,"05 April 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Capital,,,"Manama - Juffair",26.2127,50.6042,1,"14 February Revolution Youth Coalition",Other,"On 5/4/2019, anti-regime rioters in Juffair who are part of the February 14 Youth Coalition agitation, set ablaze an Israeli flag and pictures of the Bahraini King and the Israeli Prime Minister. [size=no report]",0,1621893472,BHR
8749452,48,BHR1447,1447,"05 April 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Capital,,,"Al Musalla",26.2122,50.5372,1,"LuaLua TV",National,"On 5/4/2019, a protest was held in Musalla the against normalization of ties with Israel. [size=dozens]",0,1641867731,BHR
8749949,48,BHR1446,1446,"05 April 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Northern,,,"Al Qadam",26.2156,50.5192,1,"LuaLua TV",National,"On 5/4/2019, a protest was held in Qadam the against normalization of ties with Israel. [size=dozens]",0,1641867732,BHR
7403808,48,BHR1451,1451,"31 March 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Capital,,,"Al Daih",26.2167,50.5333,1,"14 February Revolution Youth Coalition",Other,"On 31/3/2019, anti-regime rioters who are part of the February 14 Youth Coalition agitation, blocked a street in Daih with burning tyres. They are currently denouncing the Grand Prix Formula One motor race in Bahrain. [size=no report]",0,1607976985,BHR
5638042,48,BHR1445,1445,"30 March 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Northern,,,Karzakkan,26.1156,50.4819,1,"14 February Revolution Youth Coalition",Other,"On 30/3/2019, anti-regime rioters who are part of the February 14 Youth Coalition agitation, blocked a street in Karzakkan with burning tyres. They are currently denouncing the Grand Prix Formula One motor race in Bahrain. [size=not reported]",0,1563908682,BHR
8464725,48,BHR1442,1442,"30 March 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Capital,,,"Jidd Hafs",26.2191,50.5366,1,"14 February Revolution Youth Coalition",Other,"On 30/3/2019, anti-regime rioters who are part of the February 14 Youth Coalition agitation, blocked a street in Jidd Hafs with burning tyres. They are currently denouncing the Grand Prix Formula One motor race in Bahrain. [size=not reported]",0,1630985294,BHR
7882412,48,BHR1444,1444,"29 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,"Al Maamir",26.1333,50.6086,1,"14 February Revolution Youth Coalition",Other,"On 29/3/2019, a crowd held a protest in Maamir against the Grand Prix Formula One motor race in Bahrain. [size=dozens]",0,1618873884,BHR
8749705,48,BHR1433,1433,"29 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Capital,,,"Al Daih",26.2167,50.5333,1,"LuaLua TV",National,"On 29/3/2019, a crowd held a protest in Daih against the Grand Prix Formula One motor race in Bahrain. [size=dozens]",0,1641867731,BHR
8749780,48,BHR1431,1431,"29 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"LuaLua TV",National,"On 29/3/2019, a crowd held a protest in Abu Saybi against the Grand Prix Formula One motor race in Bahrain. [size=dozens]",0,1641867732,BHR
8749964,48,BHR1432,1432,"29 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Northern,,,"Ash Shakhurah",26.2147,50.5069,1,"LuaLua TV",National,"On 29/3/2019, a crowd held a protest in Shakhurah against the Grand Prix Formula One motor race in Bahrain. [size=dozens]",0,1641867732,BHR
5638797,48,BHR1443,1443,"28 March 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"14 February Revolution Youth Coalition",Other,"On 28/3/2019, anti-regime rioters who are part of the February 14 Youth Coalition agitation, blocked a street in Abu Saybi with burning tyres. They are currently denouncing the Grand Prix Formula One motor race in Bahrain. [size=not reported]",0,1563908683,BHR
6060203,48,BHR1439,1439,"28 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Capital,,,"Al Maamir",26.1333,50.6086,1,"Al Wafa","New media","On 28/3/2019, a crowd held a protest in Maamir against the Grand Prix Formula One motor race in Bahrain. [size=dozens]",0,1618526520,BHR
6060218,48,BHR1440,1440,"28 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Capital,,,"Al Musalla",26.2122,50.5372,1,"Al Wafa","New media","On 28/3/2019, a crowd held a protest in Musalla against the Grand Prix Formula One motor race in Bahrain. [size=dozens]",0,1571164548,BHR
7200459,48,BHR1441,1441,"28 March 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Capital,,,"Al Akr",26.1431,50.6103,1,"14 February Revolution Youth Coalition",Other,"On 28 March 2019, anti-regime rioters who are part of the February 14 Youth Coalition agitation, threw Molotov cocktails at armoured police vehicles in Akr. [size=not reported]",0,1600098929,BHR
8464630,48,BHR1438,1438,"28 March 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Capital,,,"Jidd Hafs",26.2191,50.5366,1,"14 February Revolution Youth Coalition",Other,"On 28/3/2019, anti-regime rioters who are part of the February 14 Youth Coalition agitation, blocked a street in Jidd Hafs with burning tyres. They are currently denouncing the Grand Prix Formula One motor race in Bahrain. [size=not reported]",0,1630985294,BHR
8749781,48,BHR1429,1429,"28 March 2019",2019,1,Protests,"Protest with intervention","Protesters (Bahrain)",,6,"Police Forces of Bahrain (1999-)",,1,16,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"LuaLua TV",National,"On 28/3/2019, police used tear gas to disperse an anti-regime protest in Abu Saybi. [size=dozens]",0,1641867732,BHR
8749965,48,BHR1430,1430,"28 March 2019",2019,1,Protests,"Protest with intervention","Protesters (Bahrain)",,6,"Police Forces of Bahrain (1999-)",,1,16,"Middle East",Bahrain,Northern,,,"Ash Shakhurah",26.2147,50.5069,1,"LuaLua TV",National,"On 28/3/2019, police used tear gas to disperse an anti-regime protest in Shakhurah. [size=dozens]",0,1641867732,BHR
5638033,48,BHR1437,1437,"26 March 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition; Shiite Muslim Group (Bahrain)",5,,,0,50,"Middle East",Bahrain,Southern,,,Nuwaidrat,26.1347,50.5975,1,"14 February Revolution Youth Coalition",Other,"On 26/3/2019, anti-regime rioters who are part of the February 14 Youth Coalition agitation, blocked a street in Nuwaidrat with burning tyres. They are currently commemorating the anniversary of the death of Issa Ahmad Qambar, a Bahraini Shiite who was executed in 1996 on charges of killing of a police officer. [size=not reported]",0,1563908682,BHR
6059992,48,BHR1436,1436,"26 March 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","Shiite Muslim Group (Bahrain)",5,,,0,50,"Middle East",Bahrain,Northern,,,Karzakkan,26.1156,50.4819,1,"Al Wafa","New media","On 26/3/2019, anti-regime rioters blocked a street in Karzakkan with burning tyres. They were commemorating the anniversary of the death of Issa Ahmad Qambar, a Bahraini Shiite who was executed in 1996 on charges of killing of a police officer. [size=not reported]",0,1571164547,BHR
5638852,48,BHR1435,1435,"25 March 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition; Shiite Muslim Group (Bahrain)",5,,,0,50,"Middle East",Bahrain,Southern,,,Nuwaidrat,26.1347,50.5975,1,"14 February Revolution Youth Coalition",Other,"On 25/3/2019, anti-regime rioters who are part of the February 14 Youth Coalition agitation, blocked a street in Nuwaidrat with burning tyres. They are currently commemorating the anniversary of the death of Issa Ahmad Qambar, a Bahraini Shiite who was executed in 1996 on charges of killing of a police officer. [size=not reported]",0,1563908683,BHR
6060126,48,BHR1434,1434,"25 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Southern,,,Nuwaidrat,26.1347,50.5975,1,"Al Wafa","New media","On 25/3/2019, a Shiite crowd took to the streets to commemorate the anniversary of the death of Issa Ahmad Qambar, a Bahraini Shiite who was executed in 1996 on charges of killing of a police officer. [size=dozens]",0,1571164548,BHR
5637803,48,BHR1428,1428,"23 March 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"14 February Revolution Youth Coalition",Other,"On 23/3/2019, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Abu Saybi with burning tyres. They are currently commemorating the second anniversary of the death of Mustafa Hamdan. [size=not reported]",0,1563908682,BHR
8749677,48,BHR1427,1427,"22 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Capital,,,Karbabad,26.2303,50.5294,1,"LuaLua TV",National,"On 22/3/2019, a Shiite crowd held a rally in Karbabad to commemorate the second death anniversary of Mustafa Hamdan, an 18-year old who died two months after he was shot at a peaceful sit-in outside Sheikh Isa Qassim's house in Diraz. [size=dozens]",0,1641867731,BHR
8749782,48,BHR1425,1425,"22 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"LuaLua TV",National,"On 22/3/2019, a Shiite crowd held a rally in Abu Saybi against the normalization of ties with Israel, in solidarity with political prisoners, and in support of Ayatollah Sheikh Isa Qassim. [size=dozens]",0,1641867732,BHR
8749966,48,BHR1426,1426,"22 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Northern,,,"Ash Shakhurah",26.2147,50.5069,1,"LuaLua TV",National,"On 22/3/2019, a Shiite crowd held a rally in Shakhurah against the normalization of ties with Israel, in solidarity with political prisoners, and in support of Ayatollah Sheikh Isa Qassim. [size=dozens]",0,1641867732,BHR
8749503,48,BHR1423,1423,"18 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Capital,,,"Bilad al Qadim",26.2117,50.5619,1,"LuaLua TV",National,"On 18/3/2019, an anti-regime protest was held in Bilad al Qadeem in remembrance of martyrs. [size=dozens]",0,1641867731,BHR
8749579,48,BHR1424,1424,"18 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Capital,,,Karbabad,26.2303,50.5294,1,"LuaLua TV",National,"On 18/3/2019, a rally was held in Karbabad in solidarity with political prisoners. [size=dozens]",0,1641867731,BHR
8749553,48,BHR1422,1422,"17 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Capital,,,"Jidd Hafs",26.2191,50.5366,1,"LuaLua TV",National,"On 17/3/2019, a rally was held in Jidd Hafs in solidarity with Hasan Mushaima, an opposition leader in Bahrain and the secretary-general of the Haq Movement who has been in jail for eight years, and other political prisoners. [size=dozens]",0,1641867731,BHR
5639301,48,BHR1419,1419,"16 March 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"14 February Revolution Youth Coalition",Other,"On 16/3/2019, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Abu Saybi with burning tyres. They are currently marking the 8th anniversary of Peninsula Shield Force entry into Bahrain. [size=not reported]",0,1563908684,BHR
7876016,48,BHR1420,1420,"16 March 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Capital,,,"Al Akr",26.1431,50.6103,1,"14 February Revolution Youth Coalition",Other,"On 16 March 2019, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, threw Molotov cocktails at security forces in Akr. [size=no report]",0,1618859403,BHR
8750085,48,BHR1421,1421,"16 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Northern,,,Karranah,26.2292,50.5094,1,"LuaLua TV",National,"On 16/3/2019, a crowd took to the streets in Karranah on the 8th anniversary of Peninsula Shield Force entry into Bahrain and called for the th expulsion of the Force. [size=dozens]",0,1641867733,BHR
5637788,48,BHR1417,1417,"15 March 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Northern,,,Karzakkan,26.1156,50.4819,1,"14 February Revolution Youth Coalition",Other,"On 15/3/2019, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Karzakkan with burning tyres. They are currently marking the 8th anniversary of Peninsula Shield Force entry into Bahrain. [size=not reported]",0,1563908682,BHR
7884077,48,BHR1418,1418,"15 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Northern,,,"Bu Quwa",26.2047,50.52,1,"14 February Revolution Youth Coalition",Other,"On 15/3/2019, a crowd took to the streets in Bu Quwa on the 8th anniversary of Peninsula Shield Force entry into Bahrain and called for the th expulsion of the Force. [size=dozens]",0,1618873888,BHR
8749421,48,BHR1403,1403,"15 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Capital,,,"Al Maamir",26.1333,50.6086,1,"LuaLua TV",National,"On 15/3/2019, a crowd took to the streets in Maamir on the 8th anniversary of Peninsula Shield Force entry into Bahrain and called for the th expulsion of the Force. [size=dozens]",0,1641867730,BHR
8749835,48,BHR1401,1401,"15 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"LuaLua TV",National,"On 15/3/2019, a crowd took to the streets in Abu Saybi on the 8th anniversary of Peninsula Shield Force entry into Bahrain and called for the th expulsion of the Force. [size=dozens]",0,1641867732,BHR
8750000,48,BHR1402,1402,"15 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Northern,,,"Ash Shakhurah",26.2147,50.5069,1,"LuaLua TV",National,"On 15/3/2019, a crowd took to the streets in Shakhurah on the 8th anniversary of Peninsula Shield Force entry into Bahrain and called for the th expulsion of the Force. [size=dozens]",0,1641867732,BHR
8750116,48,BHR1404,1404,"15 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Northern,,,"Northern Sehla",26.2026,50.5304,1,"LuaLua TV",National,"On 15/3/2019, a crowd took to the streets in Northern Sehla on the 8th anniversary of Peninsula Shield Force entry into Bahrain and called for the th expulsion of the Force. [size=dozens]",0,1641867733,BHR
5638303,48,BHR1413,1413,"14 March 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Southern,,,"Dar Kulaib",26.0686,50.5039,1,"14 February Revolution Youth Coalition",Other,"On 14/3/2019, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Dar Kulaib with burning tyres. They are currently marking the 8th anniversary of Peninsula Shield Force entry into Bahrain. [size=not reported]",0,1563908682,BHR
5638747,48,BHR1411,1411,"14 March 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Northern,,,Karzakkan,26.1156,50.4819,1,"14 February Revolution Youth Coalition",Other,"On 14/3/2019, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Karzakkan with burning tyres. They are currently marking the 8th anniversary of Peninsula Shield Force entry into Bahrain. [size=not reported]",0,1563908683,BHR
5638749,48,BHR1412,1412,"14 March 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Northern,,,Demistan,26.1264,50.4811,1,"14 February Revolution Youth Coalition",Other,"On 14/3/2019, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Demistan with burning tyres. They are currently marking the 8th anniversary of Peninsula Shield Force entry into Bahrain. [size=not reported]",0,1563908683,BHR
7875984,48,BHR1415,1415,"14 March 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"14 February Revolution Youth Coalition",Other,"On 14 March 2019, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, threw Molotov cocktails at security forces in Abu Saybi. [size=no report]",0,1618859403,BHR
7994692,48,BHR1416,1416,"14 March 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Capital,,,"Manama - Ghuraifa",26.206,50.6032,1,"14 February Revolution Youth Coalition",Other,"On 14/3/2019, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Ghuraifa with burning tyres. They are currently marking the 8th anniversary of Peninsula Shield Force entry into Bahrain. [size=not reported]",0,1621893472,BHR
8464709,48,BHR1414,1414,"14 March 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Capital,,,"Jidd Hafs",26.2191,50.5366,1,"14 February Revolution Youth Coalition",Other,"On 14/3/2019, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Jidd Hafs with burning tyres. They are currently marking the 8th anniversary of Peninsula Shield Force entry into Bahrain. [size=not reported]",0,1630985294,BHR
8749486,48,BHR1400,1400,"14 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Capital,,,"Al Musalla",26.2122,50.5372,1,"LuaLua TV",National,"On 14/3/2019, a crowd took to the streets in Musalla on the 8th anniversary of Peninsula Shield Force entry into Bahrain and called for the th expulsion of the Force. [size=dozens]",0,1641867731,BHR
5638470,48,BHR1410,1410,"13 March 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Northern,,,Karranah,26.2292,50.5094,1,"14 February Revolution Youth Coalition",Other,"On 13/3/2019, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Karranah with burning tyres. They are currently marking the 8th anniversary of Peninsula Shield Force entry into Bahrain. [size=not reported]",0,1563908683,BHR
6060078,48,BHR1405,1405,"13 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Northern,,,Sar,26.1942,50.4819,1,"Al Wafa","New media","On 13/3/2019, a crowd took to the streets in Sar on the 8th anniversary of Peninsula Shield Force entry into Bahrain and called for the th expulsion of the Force. [size=dozens]",0,1571164548,BHR
6060091,48,BHR1406,1406,"13 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Southern,,,Nuwaidrat,26.1347,50.5975,1,"Al Wafa","New media","On 13/3/2019, a crowd took to the streets in Nuwaidrat on the 8th anniversary of Peninsula Shield Force entry into Bahrain and called for the th expulsion of the Force. [size=dozens]",0,1571164548,BHR
7994786,48,BHR1407,1407,"13 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Capital,,,"Manama - Ghuraifa",26.206,50.6032,1,"Al Wafa",Other,"On 13/3/2019, a rally was held in Ghuraifa on the 8th anniversary of Peninsula Shield Force entry into Bahrain and called for the th expulsion of the Force. [size=small]",0,1621893472,BHR
8749487,48,BHR1399,1399,"13 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Capital,,,"Al Musalla",26.2122,50.5372,1,"LuaLua TV",National,"On 13/3/2019, a crowd took to the streets in Musalla on the 8th anniversary of Peninsula Shield Force entry into Bahrain and called for the th expulsion of the Force. [size=dozens]",0,1641867731,BHR
8749580,48,BHR1398,1398,"13 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Capital,,,Karbabad,26.2303,50.5294,1,"LuaLua TV",National,"On 13/3/2019, a crowd took to the streets in Karbabad on the 8th anniversary of Peninsula Shield Force entry into Bahrain and called for the th expulsion of the Force. [size=dozens]",0,1641867731,BHR
8749675,48,BHR1397,1397,"13 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Capital,,,"Jidd Hafs",26.2191,50.5366,1,"LuaLua TV",National,"On 13/3/2019, a crowd took to the streets in Jidd Hafs on the 8th anniversary of Peninsula Shield Force entry into Bahrain and called for the th expulsion of the Force. [size=dozens]",0,1641867731,BHR
5638071,48,BHR1409,1409,"12 March 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Muharraq,,,Samahij,26.28,50.635,1,"14 February Revolution Youth Coalition",Other,"On 12/3/2019, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Samahij with burning debris. They are currently marking the 8th anniversary of Peninsula Shield Force entry into Bahrain. [size=not reported]",0,1563908682,BHR
5638377,48,BHR1408,1408,"11 March 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Capital,,,"Al Akr",26.1431,50.6103,1,"14 February Revolution Youth Coalition",Other,"On 11/3/2019, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Akr with burning debris. They are currently marking the 8th anniversary of Peninsula Shield Force entry into Bahrain. [size=not reported]",0,1563908682,BHR
5218398,48,BHR1606,1606,"10 March 2019",2019,1,Protests,"Protest with intervention","Protesters (International)","Labour Group (International)",6,"Police Forces of Bahrain (1999-)",,1,16,"Middle East",Bahrain,Southern,,,Nuwaidrat,26.1347,50.5975,1,"Gulf Daily News",National,"On 10/3/2019, a group of migrant workers protested and blocked a highway in Nuwara against unpaid salaries. Police arrested 11 workers, [size=no report]",0,1560812291,BHR
8749777,48,BHR1396,1396,"07 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Northern,,,Aali,26.1619,50.5164,1,"LuaLua TV",National,"On 7/3/2019, a crowd took to the streets in Aali and chanted slogans against normalization of ties with Israel. The protesters also demanded the release of political prisoners. [size=dozens]",0,1641867732,BHR
