data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
8749724,48,BHR1158,1158,"16 December 2018",2018,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Capital,,,"Southern Sehla",26.2019,50.5368,1,"LuaLua TV",National,"On 16/12/2018, ahead of the Martyrs 'Day, a crowd held a rally in South Sehla, chanting slogans against the al-Khalifa regime. Since 1994, 17 December has been marked by the people as Bahrain1/3 Martyrs Day, following the killing of two Bahrainis during the 90s uprising.",0,1641867731,BHR
8749947,48,BHR1160,1160,"16 December 2018",2018,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Northern,,,"Al Markh",26.2103,50.4733,1,"LuaLua TV",National,"On 16/12/2018, ahead of the Martyrs 'Day, a crowd held a rally in Markh, chanting slogans against the al-Khalifa regime. Since 1994, 17 December has been marked by the people as Bahrain1/3 Martyrs Day, following the killing of two Bahrainis during the 90s uprising.",0,1641867732,BHR
5736163,48,BHR1156,1156,"15 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Capital,,,Manama,26.2279,50.5857,1,"14 February Revolution Youth Coalition",Other,"On 15/12/2018, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Manama's Juffair neighbourhood with burning tyres. They are currently commemorating the Martyrs 'Day,",0,1567462117,BHR
6060151,48,BHR1153,1153,"15 December 2018",2018,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Capital,,,Karbabad,26.2303,50.5294,1,"Al Wafa","New media","On 15/12/2018, ahead of the Martyrs 'Day, a crowd held a rally in Karbabad, chanting slogans against the al-Khalifa regime. Since 1994, 17 December has been marked by the people as BahrainaaÔøΩ¬©i1/2¬®aÔøΩ¬≥i1/2¬¢s Martyrs Day, following the killing of two Bahrainis during the 90s uprising.",0,1571164548,BHR
6121597,48,BHR1157,1157,"15 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,,,0,50,"Middle East",Bahrain,Northern,,,"Al Markh",26.2103,50.4733,1,"Revolution Bahrain","New media","On 15/12/2018, anti-regime rioters blocked a street in Markh with burning furniture and debris.",0,1571164635,BHR
7698905,48,BHR1154,1154,"15 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Capital,,,"Al Musalla",26.2122,50.5372,1,"14 February Revolution Youth Coalition",Other,"On 15/12/2018, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Musalla with burning tyres. They are currently commemorating the Martyrs 'Day,",0,1614027957,BHR
8464635,48,BHR1155,1155,"15 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Capital,,,"Jidd Hafs",26.2191,50.5366,1,"14 February Revolution Youth Coalition",Other,"On 15/12/2018, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Jidd Hafs with burning tyres. They are currently commemorating the Martyrs 'Day,",0,1630985294,BHR
5736274,48,BHR1152,1152,"14 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Northern,,,Karzakkan,26.1156,50.4819,1,"14 February Revolution Youth Coalition",Other,"On 14/12/2018, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Karzakkan with burning tyres. They are currently commemorating the Martyrs 'Day,",0,1567462117,BHR
5736392,48,BHR1150,1150,"14 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"14 February Revolution Youth Coalition",Other,"On 14/12/2018, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Abu Saybi with burning tyres. They are currently commemorating the Martyrs 'Day,",0,1567462117,BHR
6060165,48,BHR1149,1149,"14 December 2018",2018,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Northern,,,Barbar,26.2294,50.4806,1,"Al Wafa","New media","On 14/12/2018, ahead of the Martyrs 'Day, a crowd held a rally in Barbar, chanting slogans against the al-Khalifa regime. Since 1994, 17 December has been marked by the people as Bahraina‚Äö√á¬®‚Äö√ë¬¢s Martyrs Day, following the killing of two Bahrainis during the 90s uprising.",0,1571164548,BHR
7403822,48,BHR1151,1151,"14 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Capital,,,"Al Daih",26.2167,50.5333,1,"14 February Revolution Youth Coalition",Other,"On 14/12/2018, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Daih with burning tyres. They are currently commemorating the Martyrs 'Day,",0,1607976985,BHR
8819767,48,BHR1147,1147,"14 December 2018",2018,1,Protests,"Protest with intervention","Protesters (Bahrain)",,6,"Police Forces of Bahrain (1999-)",,1,16,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"Bahrain Alyoum; LuaLua TV",National,"On 14/12/2018, ahead of the Martyrs 'Day, a crowd held a rally in Abu Saybi, chanting slogans against the al-Khalifa regime. Since 1994, 17 December has been marked by the people as Bahrainan's Martyrs Day, following the killing of two Bahrainis during the 90s uprising. Police used tear gas to disperse the protesters.",0,1644271364,BHR
8822350,48,BHR1148,1148,"14 December 2018",2018,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Northern,,,Karranah,26.2292,50.5094,1,"Bahrain Alyoum",National,"On 14 December 2018, ahead of the Martyrs 'Day, a crowd held a rally in Karranah, chanting slogans against the al-Khalifa regime. Since 1994, 17 December has been marked by the people as Bahrain's Martyrs Day, following the killing of two Bahrainis during the 90s uprising.",0,1644271752,BHR
8822351,48,BHR1146,1146,"14 December 2018",2018,1,Protests,"Protest with intervention","Protesters (Bahrain)",,6,"Police Forces of Bahrain (1999-)",,1,16,"Middle East",Bahrain,Capital,,,"Al Musalla",26.2122,50.5372,1,"Bahrain Alyoum",National,"On 14 December 2018, ahead of the Martyrs 'Day, a crowd held a rally in Musalla, chanting slogans against the al-Khalifa regime. Since 1994, 17 December has been marked by the people as Bahrain's Martyrs Day, following the killing of two Bahrainis during the 90s uprising. Police used tear gas to disperse the protesters.",0,1644271752,BHR
7882277,48,BHR1145,1145,"13 December 2018",2018,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,"Al Daih",26.2167,50.5333,1,"14 February Revolution Youth Coalition",Other,"On 13/12/2018, ahead of the Martyrs' Day, a crowd held a rally in Daih, chanting slogans against the al-Khalifa regime. Since 1994, 17 December has been marked by the people as Bahrain's Martyrs Day, following the killing of two Bahrainis during the 90s uprising.",0,1618873884,BHR
5736094,48,BHR1143,1143,"12 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Capital,,,Sitrah,26.1547,50.6206,1,"14 February Revolution Youth Coalition",Other,"On 12/12/2018, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Sitrah with burning tyres. They are currently commemorating the Martyrs 'Day,",0,1567462116,BHR
7877012,48,BHR1144,1144,"12 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Capital,,,"Al Akr",26.1431,50.6103,1,"Revolution Bahrain","New media","On 12 December 2018, anti-regime rioters in Akr threw Molotov cocktails at police vehicles, who responded by firing stun grenades. [size=no report]",0,1618859405,BHR
8749499,48,BHR1142,1142,"12 December 2018",2018,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Capital,,,"Al Musalla",26.2122,50.5372,1,"LuaLua TV",National,"On 12/12/2018, a protest was held in Musalla calling on authorities in Thailand to release a prominent Bahraini football player who has refugee status in Australia and who was arrested while on holiday in Thailand. Thai Authorities are reportedly considering to deport him to Bahrain.",0,1641867731,BHR
5218392,48,BHR1603,1603,"11 December 2018",2018,1,Protests,"Protest with intervention","Protesters (International)","Labour Group (International)",6,"Police Forces of Bahrain (1999-)",,1,16,"Middle East",Bahrain,Capital,,,Sitrah,26.1547,50.6206,1,"Gulf Daily News",National,"On 11/12/2018, about 200 migrant construction workers staged a protest in Sitrah against two months of unpaid salaries. Police stopped the protesters from marching towards the Labour and Social Development Ministry. [size=approximately 200]",0,1560812291,BHR
7876861,48,BHR1141,1141,"11 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Capital,,,"Al Akr",26.1431,50.6103,1,"Revolution Bahrain","New media","On 11 December 2018, anti-regime rioters in Akr threw Molotov cocktails at police vehicles. [size=no report]",0,1618859404,BHR
7876792,48,BHR1140,1140,"10 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Capital,,,"Al Akr",26.1431,50.6103,1,"Revolution Bahrain","New media","On 10 December 2018, anti-regime rioters in Akr threw Molotov cocktails at police vehicles, who responded by firing stun grenades. [size=no report]",0,1618859404,BHR
5736269,48,BHR1138,1138,"09 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Capital,,,"Al Maamir",26.1333,50.6086,1,"14 February Revolution Youth Coalition",Other,"On 9/12/2018, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Maamir with burning tyres. They are currently commemorating the Martyrs 'Day,",0,1618526519,BHR
5736341,48,BHR1139,1139,"09 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Capital,,,"Al Akr",26.1431,50.6103,1,"14 February Revolution Youth Coalition",Other,"On 9/12/2018, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Eker with burning tyres. They are currently commemorating the Martyrs 'Day,",0,1567462117,BHR
6060079,48,BHR1137,1137,"08 December 2018",2018,1,Protests,"Protest with intervention","Protesters (Bahrain)",,6,"Police Forces of Bahrain (1999-)",,1,16,"Middle East",Bahrain,Southern,,,Nuwaidrat,26.1347,50.5975,1,"Al Wafa","New media","On 8/12/2018, police used tear gas to disperse an anti-regime protest in Nuwaidrat.",0,1571164548,BHR
5736116,48,BHR1136,1136,"07 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Capital,,,"Al Kharijiyah",26.1636,50.6047,1,"14 February Revolution Youth Coalition",Other,"On 7/12/2018, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Kharijiyah with burning trash containers.",0,1567462116,BHR
8749841,48,BHR1134,1134,"07 December 2018",2018,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"LuaLua TV",National,"On 7/12/2018, a Shiite crowd held a protest in Abu Saybi in support of Shiite clerics Ayatollah Sheikh Isa Qassim and Sheikh Zaki, and called for the release of political prisoners.",0,1641867732,BHR
8749963,48,BHR1135,1135,"07 December 2018",2018,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Northern,,,"Al Qadam",26.2156,50.5192,1,"LuaLua TV",National,"On 7/12/2018, a Shiite crowd held a rally in Qasam in support of leading Shiite cleric Ayatollah Sheikh Isa Qassim. Protesters also chanted slogans against normalization of ties with Israel.",0,1641867732,BHR
8780554,48,BHR1133,1133,"07 December 2018",2018,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Capital,,,"Al Musalla",26.2122,50.5372,1,"ABC News; LuaLua TV",International,"On 7/12/2018, a protest was held in Musalla calling on authorities in Thailand to release a prominent Bahraini football player who has refugee status in Australia and who was arrested while on holiday in Thailand. Thai Authorities are reportedly considering deporting him to Bahrain.",0,1642167851,BHR
7875863,48,BHR1132,1132,"06 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Capital,,,"Al Maamir",26.1333,50.6086,1,"14 February Revolution Youth Coalition",Other,"On 6 December 2018, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, threw Molotov cocktails at security forces in Maamir. [size=no report]",0,1618859402,BHR
7875943,48,BHR1131,1131,"05 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Capital,,,"Al Maamir",26.1333,50.6086,1,"14 February Revolution Youth Coalition",Other,"On 5 December 2018, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, threw Molotov cocktails at security forces in Maamir. [size=no report]",0,1618859402,BHR
7200450,48,BHR1130,1130,"04 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Capital,,,"Al Akr",26.1431,50.6103,1,"14 February Revolution Youth Coalition",Other,"On 4 December 2018, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Eker with burning tyres to denounce death sentences and demand the release of political prisoners. [size=no report]",0,1600098929,BHR
7200478,48,BHR1129,1129,"04 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Capital,,,"Al Maamir",26.1333,50.6086,1,"14 February Revolution Youth Coalition",Other,"On 4 December 2018, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Maamir with burning tyres to denounce death sentences and demand the release of political prisoners. [size=no report]",0,1618526519,BHR
7403824,48,BHR1127,1127,"03 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Capital,,,"Al Daih",26.2167,50.5333,1,"14 February Revolution Youth Coalition",Other,"On 3 December 2018, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Daih with burning tyres to denounce death sentences and demand the release of political prisoners. [size=no report]",0,1607976985,BHR
7876791,48,BHR1128,1128,"03 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)",,5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Capital,,,"Al Akr",26.1431,50.6103,1,"Revolution Bahrain","New media","On 3 December 2018, anti-regime rioters threw Molotov cocktails at security forces in Akr. [size=no report]",0,1618859404,BHR
7200448,48,BHR1125,1125,"02 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Capital,,,"Al Maamir",26.1333,50.6086,1,"14 February Revolution Youth Coalition",Other,"On 2 December 2018, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Maamir with burning tyres to denounce death sentences and demand the release of political prisoners. [size=no report]",0,1618526518,BHR
7200479,48,BHR1126,1126,"02 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"14 February Revolution Youth Coalition",Other,"On 2 December 2018, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Abu Saybi with burning tyres to denounce the death sentences and demand the release of political prisoners. [size=no report]",0,1600098929,BHR
