GEOID,year,cluster,cluster_labels
13121009601,2001,Mostly medium to high intensity developed space,8
13121009601,2019,Mostly medium to high intensity developed space,8
13121009602,2001,Mostly developed space (all intensities),7
13121009602,2019,Mostly developed space (all intensities),7
13121009603,2001,Mostly developed space (all intensities),7
13121009603,2019,Mostly developed space (all intensities),7
13121009700,2001,Mostly forest / farmland,1
13121009700,2019,Mostly forest / some developed open + low intensity space,2
13121009801,2001,Mostly forest / some developed open + low intensity space,2
13121009801,2019,Mostly developed open + low intensity / some forest,3
13121009802,2001,Mostly forest / some developed open + low intensity space,2
13121009802,2019,Mostly forest / some developed open + low intensity space,2
13121009900,2001,Mostly forest / some developed open + low intensity space,2
13121009900,2019,Mostly developed open + low intensity / some forest,3
13121010001,2001,Mostly developed open + low intensity / some forest,3
13121010001,2019,Mostly developed open + low intensity / some forest,3
13121010002,2001,"Mostly developed open + low intensity, little medium/high",5
13121010002,2019,"Mostly developed open + low intensity, little medium/high",5
13121010106,2001,Mostly forest / farmland,1
13121010106,2019,Mostly forest / some developed open + low intensity space,2
13121010107,2001,Mostly forest / some developed open + low intensity space,2
13121010107,2019,Mostly forest / some developed open + low intensity space,2
13121010108,2001,Mostly developed open + low intensity / some forest,3
13121010108,2019,Mostly developed open + low intensity / some forest,3
13121010110,2001,Mostly developed space (all intensities),7
13121010110,2019,Mostly developed space (all intensities),7
13121010113,2001,Mostly developed space (all intensities),7
13121010113,2019,Mostly developed space (all intensities),7
13121010114,2001,Mostly developed open + low intensity / some forest,3
13121010114,2019,Mostly developed open + low intensity / some forest,3
13121010115,2001,Mostly developed space (all intensities) / some forest,4
13121010115,2019,Mostly developed space (all intensities) / some forest,4
13121010117,2001,Mostly developed space (all intensities),7
13121010117,2019,Mostly developed space (all intensities),7
13121010118,2001,Mostly developed space (all intensities),7
13121010118,2019,"Mostly developed open + low intensity, some medium/high",6
13121010119,2001,Mostly medium to high intensity developed space,8
13121010119,2019,Mostly medium to high intensity developed space,8
13121010120,2001,Mostly developed open + low intensity / some forest,3
13121010120,2019,Mostly developed open + low intensity / some forest,3
13121010121,2001,Mostly developed space (all intensities) / some forest,4
13121010121,2019,Mostly developed space (all intensities),7
13121010122,2001,Mostly developed space (all intensities),7
13121010122,2019,Mostly developed space (all intensities),7
13121010123,2001,Mostly developed open + low intensity / some forest,3
13121010123,2019,Mostly developed space (all intensities),7
13121010204,2001,Mostly forest / some developed open + low intensity space,2
13121010204,2019,Mostly forest / some developed open + low intensity space,2
13121010205,2001,Mostly developed open + low intensity / some forest,3
13121010205,2019,Mostly developed open + low intensity / some forest,3
13121010206,2001,Mostly forest / some developed open + low intensity space,2
13121010206,2019,Mostly forest / some developed open + low intensity space,2
13121010208,2001,"Mostly developed open + low intensity, little medium/high",5
13121010208,2019,"Mostly developed open + low intensity, little medium/high",5
13121010209,2001,Mostly forest / some developed open + low intensity space,2
13121010209,2019,Mostly developed space (all intensities) / some forest,4
13121010210,2001,Mostly forest / some developed open + low intensity space,2
13121010210,2019,Mostly developed open + low intensity / some forest,3
13121010211,2001,Mostly forest / some developed open + low intensity space,2
13121010211,2019,Mostly developed open + low intensity / some forest,3
13121010212,2001,Mostly forest / some developed open + low intensity space,2
13121010212,2019,Mostly developed open + low intensity / some forest,3
13121010301,2001,Mostly forest / farmland,1
13121010301,2019,Mostly forest / farmland,1
13121010303,2001,Mostly forest / farmland,1
13121010303,2019,Mostly developed space (all intensities) / some forest,4
13121010304,2001,Mostly forest / farmland,1
13121010304,2019,Mostly forest / some developed open + low intensity space,2
13121010400,2001,Mostly forest / farmland,1
13121010400,2019,Mostly forest / farmland,1
13121010507,2001,Mostly developed space (all intensities) / some forest,4
13121010507,2019,Mostly developed space (all intensities),7
13121010508,2001,Mostly forest / some developed open + low intensity space,2
13121010508,2019,Mostly developed open + low intensity / some forest,3
13121010510,2001,Mostly forest / farmland,1
13121010510,2019,Mostly developed space (all intensities) / some forest,4
13121010511,2001,Mostly forest / farmland,1
13121010511,2019,Mostly developed space (all intensities) / some forest,4
13121010512,2001,Mostly forest / some developed open + low intensity space,2
13121010512,2019,Mostly developed space (all intensities) / some forest,4
13121010513,2001,Mostly forest / farmland,1
13121010513,2019,Mostly forest / some developed open + low intensity space,2
13121010514,2001,Mostly forest / farmland,1
13121010514,2019,Mostly forest / some developed open + low intensity space,2
13121010515,2001,Mostly forest / farmland,1
13121010515,2019,Mostly forest / some developed open + low intensity space,2
13121010516,2001,Mostly forest / some developed open + low intensity space,2
13121010516,2019,Mostly developed open + low intensity / some forest,3
13121010601,2001,"Mostly developed open + low intensity, little medium/high",5
13121010601,2019,"Mostly developed open + low intensity, little medium/high",5
13121010603,2001,Mostly developed space (all intensities) / some forest,4
13121010603,2019,Mostly developed space (all intensities) / some forest,4
13121010604,2001,Mostly developed space (all intensities) / some forest,4
13121010604,2019,Mostly developed space (all intensities),7
13121010800,2001,Mostly developed space (all intensities),7
13121010800,2019,Mostly developed space (all intensities),7
13121011000,2001,Mostly developed space (all intensities),7
13121011000,2019,Mostly developed space (all intensities),7
13121011100,2001,Mostly medium to high intensity developed space,8
13121011100,2019,Mostly medium to high intensity developed space,8
13121011201,2001,"Mostly developed open + low intensity, some medium/high",6
13121011201,2019,Mostly developed space (all intensities),7
13121011202,2001,"Mostly developed open + low intensity, some medium/high",6
13121011202,2019,"Mostly developed open + low intensity, some medium/high",6
13121011301,2001,"Mostly developed open + low intensity, little medium/high",5
13121011301,2019,"Mostly developed open + low intensity, little medium/high",5
13121011303,2001,Mostly forest / some developed open + low intensity space,2
13121011303,2019,Mostly developed open + low intensity / some forest,3
13121011305,2001,Mostly developed space (all intensities) / some forest,4
13121011305,2019,Mostly developed space (all intensities),7
13121011306,2001,Mostly forest / farmland,1
13121011306,2019,Mostly developed space (all intensities) / some forest,4
13121011405,2001,Mostly forest / some developed open + low intensity space,2
13121011405,2019,Mostly forest / some developed open + low intensity space,2
13121011410,2001,Mostly developed open + low intensity / some forest,3
13121011410,2019,Mostly developed open + low intensity / some forest,3
13121011411,2001,Mostly developed open + low intensity / some forest,3
13121011411,2019,Mostly developed open + low intensity / some forest,3
13121011412,2001,Mostly developed open + low intensity / some forest,3
13121011412,2019,Mostly developed open + low intensity / some forest,3
13121011414,2001,Mostly developed open + low intensity / some forest,3
13121011414,2019,"Mostly developed open + low intensity, some medium/high",6
13121011416,2001,Mostly developed open + low intensity / some forest,3
13121011416,2019,Mostly developed open + low intensity / some forest,3
13121011417,2001,Mostly forest / some developed open + low intensity space,2
13121011417,2019,Mostly developed open + low intensity / some forest,3
13121011418,2001,Mostly forest / some developed open + low intensity space,2
13121011418,2019,Mostly forest / some developed open + low intensity space,2
13121011419,2001,Mostly developed open + low intensity / some forest,3
13121011419,2019,Mostly developed open + low intensity / some forest,3
13121011420,2001,Mostly developed space (all intensities) / some forest,4
13121011420,2019,Mostly developed space (all intensities) / some forest,4
13121011421,2001,Mostly medium to high intensity developed space,8
13121011421,2019,Mostly medium to high intensity developed space,8
13121011422,2001,Mostly developed open + low intensity / some forest,3
13121011422,2019,Mostly developed open + low intensity / some forest,3
13121011423,2001,Mostly forest / some developed open + low intensity space,2
13121011423,2019,Mostly forest / some developed open + low intensity space,2
13121011424,2001,"Mostly developed open + low intensity, little medium/high",5
13121011424,2019,"Mostly developed open + low intensity, little medium/high",5
13121011425,2001,Mostly developed open + low intensity / some forest,3
13121011425,2019,Mostly developed open + low intensity / some forest,3
13121011426,2001,"Mostly developed open + low intensity, some medium/high",6
13121011426,2019,"Mostly developed open + low intensity, some medium/high",6
13121011427,2001,"Mostly developed open + low intensity, little medium/high",5
13121011427,2019,"Mostly developed open + low intensity, little medium/high",5
13121011503,2001,Mostly forest / farmland,1
13121011503,2019,Mostly forest / some developed open + low intensity space,2
13121011504,2001,Mostly forest / farmland,1
13121011504,2019,Mostly forest / some developed open + low intensity space,2
13121011505,2001,Mostly developed open + low intensity / some forest,3
13121011505,2019,Mostly developed open + low intensity / some forest,3
13121011506,2001,Mostly forest / some developed open + low intensity space,2
13121011506,2019,Mostly developed open + low intensity / some forest,3
13121011610,2001,"Mostly developed open + low intensity, some medium/high",6
13121011610,2019,"Mostly developed open + low intensity, some medium/high",6
13121011611,2001,Mostly developed space (all intensities) / some forest,4
13121011611,2019,Mostly developed space (all intensities),7
13121011612,2001,Mostly developed open + low intensity / some forest,3
13121011612,2019,Mostly developed open + low intensity / some forest,3
13121011613,2001,Mostly forest / some developed open + low intensity space,2
13121011613,2019,Mostly developed open + low intensity / some forest,3
13121011614,2001,Mostly developed space (all intensities) / some forest,4
13121011614,2019,Mostly developed space (all intensities),7
13121011615,2001,Mostly forest / some developed open + low intensity space,2
13121011615,2019,Mostly forest / some developed open + low intensity space,2
13121011616,2001,Mostly developed space (all intensities) / some forest,4
13121011616,2019,Mostly developed space (all intensities),7
13121011617,2001,Mostly developed open + low intensity / some forest,3
13121011617,2019,"Mostly developed open + low intensity, some medium/high",6
13121011618,2001,Mostly developed space (all intensities) / some forest,4
13121011618,2019,Mostly developed space (all intensities),7
13121011619,2001,Mostly developed space (all intensities) / some forest,4
13121011619,2019,Mostly developed space (all intensities),7
13121011620,2001,Mostly developed open + low intensity / some forest,3
13121011620,2019,"Mostly developed open + low intensity, some medium/high",6
13121011621,2001,Mostly developed space (all intensities),7
13121011621,2019,Mostly developed space (all intensities),7
13121011622,2001,Mostly forest / some developed open + low intensity space,2
13121011622,2019,Mostly developed space (all intensities) / some forest,4
13121011623,2001,Mostly developed open + low intensity / some forest,3
13121011623,2019,"Mostly developed open + low intensity, some medium/high",6
13121011624,2001,"Mostly developed open + low intensity, some medium/high",6
13121011624,2019,"Mostly developed open + low intensity, some medium/high",6
13121011625,2001,Mostly developed open + low intensity / some forest,3
13121011625,2019,Mostly developed space (all intensities),7
13121011626,2001,Mostly developed open + low intensity / some forest,3
13121011626,2019,"Mostly developed open + low intensity, some medium/high",6
13121011800,2001,Mostly medium to high intensity developed space,8
13121011800,2019,Mostly medium to high intensity developed space,8
13121011900,2001,Mostly medium to high intensity developed space,8
13121011900,2019,Mostly medium to high intensity developed space,8
13121012000,2001,Mostly medium to high intensity developed space,8
13121012000,2019,Mostly medium to high intensity developed space,8
13121012300,2001,Mostly medium to high intensity developed space,8
13121012300,2019,Mostly medium to high intensity developed space,8
13121980000,2001,Mostly medium to high intensity developed space,8
13121980000,2019,Mostly medium to high intensity developed space,8
13135050103,2001,Mostly forest / farmland,1
13135050103,2019,Mostly forest / some developed open + low intensity space,2
13135050105,2001,Mostly forest / some developed open + low intensity space,2
13135050105,2019,Mostly developed space (all intensities) / some forest,4
13135050106,2001,Mostly forest / farmland,1
13135050106,2019,Mostly developed space (all intensities) / some forest,4
13135050107,2001,Mostly forest / farmland,1
13135050107,2019,Mostly forest / some developed open + low intensity space,2
13135050108,2001,Mostly forest / farmland,1
13135050108,2019,Mostly forest / some developed open + low intensity space,2
13135050109,2001,Mostly forest / some developed open + low intensity space,2
13135050109,2019,Mostly developed open + low intensity / some forest,3
13135050205,2001,Mostly developed space (all intensities),7
13135050205,2019,Mostly developed space (all intensities),7
13135050208,2001,Mostly forest / farmland,1
13135050208,2019,Mostly developed space (all intensities),7
13135050209,2001,Mostly developed space (all intensities) / some forest,4
13135050209,2019,Mostly developed space (all intensities),7
13135050210,2001,Mostly developed space (all intensities) / some forest,4
13135050210,2019,Mostly developed space (all intensities) / some forest,4
13135050211,2001,Mostly developed space (all intensities),7
13135050211,2019,Mostly medium to high intensity developed space,8
13135050212,2001,Mostly forest / some developed open + low intensity space,2
13135050212,2019,Mostly developed open + low intensity / some forest,3
13135050213,2001,Mostly developed space (all intensities) / some forest,4
13135050213,2019,Mostly developed space (all intensities) / some forest,4
13135050214,2001,Mostly developed open + low intensity / some forest,3
13135050214,2019,Mostly developed space (all intensities) / some forest,4
13135050215,2001,Mostly developed space (all intensities),7
13135050215,2019,Mostly medium to high intensity developed space,8
13135050216,2001,Mostly forest / some developed open + low intensity space,2
13135050216,2019,Mostly developed space (all intensities) / some forest,4
13135050217,2001,Mostly developed open + low intensity / some forest,3
13135050217,2019,Mostly developed space (all intensities),7
13135050218,2001,Mostly developed open + low intensity / some forest,3
13135050218,2019,Mostly developed open + low intensity / some forest,3
13135050219,2001,Mostly developed space (all intensities) / some forest,4
13135050219,2019,Mostly developed space (all intensities),7
13135050220,2001,Mostly developed space (all intensities),7
13135050220,2019,Mostly developed space (all intensities),7
13135050304,2001,Mostly developed space (all intensities),7
13135050304,2019,Mostly medium to high intensity developed space,8
13135050306,2001,Mostly medium to high intensity developed space,8
13135050306,2019,Mostly medium to high intensity developed space,8
13135050308,2001,Mostly developed open + low intensity / some forest,3
13135050308,2019,Mostly developed space (all intensities),7
13135050309,2001,Mostly developed space (all intensities),7
13135050309,2019,Mostly developed space (all intensities),7
13135050310,2001,Mostly developed space (all intensities),7
13135050310,2019,Mostly medium to high intensity developed space,8
13135050311,2001,Mostly developed space (all intensities),7
13135050311,2019,Mostly developed space (all intensities),7
13135050313,2001,Mostly developed open + low intensity / some forest,3
13135050313,2019,Mostly developed space (all intensities),7
13135050314,2001,Mostly developed open + low intensity / some forest,3
13135050314,2019,"Mostly developed open + low intensity, some medium/high",6
13135050315,2001,Mostly developed open + low intensity / some forest,3
13135050315,2019,Mostly developed open + low intensity / some forest,3
13135050317,2001,Mostly developed space (all intensities),7
13135050317,2019,Mostly developed space (all intensities),7
13135050318,2001,Mostly developed space (all intensities) / some forest,4
13135050318,2019,Mostly developed space (all intensities) / some forest,4
13135050319,2001,Mostly developed space (all intensities),7
13135050319,2019,Mostly developed space (all intensities),7
13135050320,2001,Mostly developed space (all intensities),7
13135050320,2019,Mostly developed space (all intensities),7
13135050321,2001,Mostly developed open + low intensity / some forest,3
13135050321,2019,Mostly developed open + low intensity / some forest,3
13135050322,2001,Mostly developed open + low intensity / some forest,3
13135050322,2019,Mostly developed open + low intensity / some forest,3
13135050410,2001,Mostly developed space (all intensities) / some forest,4
13135050410,2019,Mostly developed space (all intensities),7
13135050415,2001,Mostly forest / some developed open + low intensity space,2
13135050415,2019,Mostly forest / some developed open + low intensity space,2
13135050416,2001,Mostly forest / farmland,1
13135050416,2019,Mostly forest / some developed open + low intensity space,2
13135050417,2001,Mostly medium to high intensity developed space,8
13135050417,2019,Mostly medium to high intensity developed space,8
13135050418,2001,Mostly developed open + low intensity / some forest,3
13135050418,2019,Mostly developed space (all intensities),7
13135050419,2001,Mostly developed open + low intensity / some forest,3
13135050419,2019,"Mostly developed open + low intensity, some medium/high",6
13135050421,2001,Mostly developed space (all intensities),7
13135050421,2019,Mostly developed space (all intensities),7
13135050422,2001,"Mostly developed open + low intensity, some medium/high",6
13135050422,2019,"Mostly developed open + low intensity, some medium/high",6
13135050423,2001,Mostly developed space (all intensities),7
13135050423,2019,Mostly developed space (all intensities),7
13135050424,2001,Mostly developed space (all intensities),7
13135050424,2019,Mostly developed space (all intensities),7
13135050425,2001,Mostly developed open + low intensity / some forest,3
13135050425,2019,Mostly developed open + low intensity / some forest,3
13135050426,2001,Mostly developed open + low intensity / some forest,3
13135050426,2019,Mostly developed open + low intensity / some forest,3
13135050427,2001,Mostly developed open + low intensity / some forest,3
13135050427,2019,Mostly developed open + low intensity / some forest,3
13135050428,2001,Mostly developed open + low intensity / some forest,3
13135050428,2019,Mostly developed open + low intensity / some forest,3
13135050429,2001,Mostly forest / some developed open + low intensity space,2
13135050429,2019,Mostly developed open + low intensity / some forest,3
13135050430,2001,Mostly developed open + low intensity / some forest,3
13135050430,2019,Mostly developed open + low intensity / some forest,3
13135050431,2001,Mostly forest / some developed open + low intensity space,2
13135050431,2019,Mostly developed space (all intensities) / some forest,4
13135050432,2001,Mostly developed open + low intensity / some forest,3
13135050432,2019,Mostly developed open + low intensity / some forest,3
13135050433,2001,"Mostly developed open + low intensity, some medium/high",6
13135050433,2019,"Mostly developed open + low intensity, some medium/high",6
13135050434,2001,Mostly developed space (all intensities),7
13135050434,2019,Mostly developed space (all intensities),7
13135050435,2001,Mostly developed space (all intensities),7
13135050435,2019,Mostly developed space (all intensities),7
13135050436,2001,Mostly developed space (all intensities),7
13135050436,2019,Mostly developed space (all intensities),7
13135050511,2001,Mostly developed space (all intensities) / some forest,4
13135050511,2019,Mostly developed space (all intensities),7
13135050520,2001,Mostly developed space (all intensities),7
13135050520,2019,Mostly developed space (all intensities),7
13135050521,2001,Mostly developed open + low intensity / some forest,3
13135050521,2019,Mostly developed space (all intensities),7
13135050522,2001,Mostly developed open + low intensity / some forest,3
13135050522,2019,Mostly developed open + low intensity / some forest,3
13135050523,2001,Mostly developed space (all intensities) / some forest,4
13135050523,2019,Mostly developed space (all intensities) / some forest,4
13135050524,2001,Mostly developed open + low intensity / some forest,3
13135050524,2019,"Mostly developed open + low intensity, some medium/high",6
13135050525,2001,Mostly developed space (all intensities) / some forest,4
13135050525,2019,Mostly developed space (all intensities),7
13135050526,2001,Mostly developed space (all intensities) / some forest,4
13135050526,2019,Mostly developed space (all intensities),7
13135050527,2001,Mostly developed open + low intensity / some forest,3
13135050527,2019,Mostly developed open + low intensity / some forest,3
13135050528,2001,Mostly developed open + low intensity / some forest,3
13135050528,2019,Mostly developed open + low intensity / some forest,3
13135050529,2001,Mostly developed space (all intensities),7
13135050529,2019,Mostly developed space (all intensities),7
13135050530,2001,Mostly developed open + low intensity / some forest,3
13135050530,2019,"Mostly developed open + low intensity, some medium/high",6
13135050531,2001,Mostly forest / some developed open + low intensity space,2
13135050531,2019,Mostly developed open + low intensity / some forest,3
13135050532,2001,Mostly developed open + low intensity / some forest,3
13135050532,2019,Mostly developed open + low intensity / some forest,3
13135050533,2001,Mostly developed open + low intensity / some forest,3
13135050533,2019,Mostly developed space (all intensities),7
13135050534,2001,Mostly developed open + low intensity / some forest,3
13135050534,2019,"Mostly developed open + low intensity, some medium/high",6
13135050535,2001,Mostly forest / some developed open + low intensity space,2
13135050535,2019,Mostly developed open + low intensity / some forest,3
13135050536,2001,Mostly developed space (all intensities) / some forest,4
13135050536,2019,Mostly developed space (all intensities),7
13135050537,2001,Mostly developed space (all intensities),7
13135050537,2019,Mostly developed space (all intensities),7
13135050538,2001,Mostly developed space (all intensities),7
13135050538,2019,"Mostly developed open + low intensity, some medium/high",6
13135050539,2001,"Mostly developed open + low intensity, some medium/high",6
13135050539,2019,"Mostly developed open + low intensity, some medium/high",6
13135050540,2001,Mostly developed space (all intensities),7
13135050540,2019,Mostly developed space (all intensities),7
13135050541,2001,"Mostly developed open + low intensity, little medium/high",5
13135050541,2019,"Mostly developed open + low intensity, little medium/high",5
13135050542,2001,Mostly medium to high intensity developed space,8
13135050542,2019,Mostly medium to high intensity developed space,8
13135050543,2001,Mostly forest / some developed open + low intensity space,2
13135050543,2019,Mostly developed space (all intensities),7
13135050544,2001,Mostly forest / some developed open + low intensity space,2
13135050544,2019,Mostly developed open + low intensity / some forest,3
13135050545,2001,Mostly forest / some developed open + low intensity space,2
13135050545,2019,Mostly developed space (all intensities),7
13135050546,2001,Mostly forest / farmland,1
13135050546,2019,Mostly developed open + low intensity / some forest,3
13135050547,2001,Mostly forest / some developed open + low intensity space,2
13135050547,2019,Mostly forest / some developed open + low intensity space,2
13135050548,2001,Mostly developed space (all intensities) / some forest,4
13135050548,2019,Mostly developed space (all intensities),7
13135050549,2001,Mostly developed open + low intensity / some forest,3
13135050549,2019,Mostly developed open + low intensity / some forest,3
13135050605,2001,Mostly forest / farmland,1
13135050605,2019,Mostly forest / some developed open + low intensity space,2
13135050606,2001,Mostly forest / farmland,1
13135050606,2019,Mostly forest / some developed open + low intensity space,2
13135050607,2001,Mostly forest / farmland,1
13135050607,2019,Mostly developed space (all intensities) / some forest,4
13135050608,2001,Mostly forest / farmland,1
13135050608,2019,Mostly forest / farmland,1
13135050609,2001,Mostly forest / farmland,1
13135050609,2019,Mostly forest / some developed open + low intensity space,2
13135050610,2001,Mostly forest / farmland,1
13135050610,2019,Mostly forest / some developed open + low intensity space,2
13135050709,2001,Mostly forest / farmland,1
13135050709,2019,Mostly forest / some developed open + low intensity space,2
13135050712,2001,Mostly forest / some developed open + low intensity space,2
13135050712,2019,Mostly developed open + low intensity / some forest,3
13135050713,2001,"Mostly developed open + low intensity, little medium/high",5
13135050713,2019,"Mostly developed open + low intensity, some medium/high",6
13135050714,2001,Mostly forest / some developed open + low intensity space,2
13135050714,2019,Mostly forest / some developed open + low intensity space,2
13135050715,2001,Mostly forest / some developed open + low intensity space,2
13135050715,2019,Mostly developed open + low intensity / some forest,3
13135050718,2001,Mostly developed open + low intensity / some forest,3
13135050718,2019,Mostly developed open + low intensity / some forest,3
13135050719,2001,Mostly forest / some developed open + low intensity space,2
13135050719,2019,Mostly developed open + low intensity / some forest,3
13135050720,2001,Mostly developed open + low intensity / some forest,3
13135050720,2019,Mostly developed open + low intensity / some forest,3
13135050721,2001,Mostly forest / some developed open + low intensity space,2
13135050721,2019,Mostly developed open + low intensity / some forest,3
13135050722,2001,Mostly developed open + low intensity / some forest,3
13135050722,2019,"Mostly developed open + low intensity, little medium/high",5
13135050723,2001,Mostly forest / some developed open + low intensity space,2
13135050723,2019,Mostly developed open + low intensity / some forest,3
13135050724,2001,Mostly forest / farmland,1
13135050724,2019,Mostly developed open + low intensity / some forest,3
13135050725,2001,Mostly developed open + low intensity / some forest,3
13135050725,2019,"Mostly developed open + low intensity, little medium/high",5
13135050726,2001,Mostly forest / farmland,1
13135050726,2019,Mostly forest / some developed open + low intensity space,2
13135050727,2001,Mostly forest / farmland,1
13135050727,2019,Mostly forest / some developed open + low intensity space,2
13135050728,2001,Mostly forest / farmland,1
13135050728,2019,Mostly forest / some developed open + low intensity space,2
13135050729,2001,Mostly developed open + low intensity / some forest,3
13135050729,2019,"Mostly developed open + low intensity, some medium/high",6
13135050730,2001,Mostly forest / some developed open + low intensity space,2
13135050730,2019,Mostly developed open + low intensity / some forest,3
13135050731,2001,Mostly forest / farmland,1
13135050731,2019,Mostly developed space (all intensities) / some forest,4
13151070104,2001,Mostly forest / some developed open + low intensity space,2
13151070104,2019,Mostly forest / some developed open + low intensity space,2
13151070106,2001,Mostly forest / farmland,1
13151070106,2019,Mostly forest / some developed open + low intensity space,2
13151070107,2001,Mostly forest / farmland,1
13151070107,2019,Mostly forest / farmland,1
13151070108,2001,Mostly forest / farmland,1
13151070108,2019,Mostly forest / some developed open + low intensity space,2
13151070109,2001,Mostly forest / farmland,1
13151070109,2019,Mostly forest / farmland,1
13151070110,2001,Mostly forest / farmland,1
13151070110,2019,Mostly forest / farmland,1
13151070111,2001,Mostly developed space (all intensities) / some forest,4
13151070111,2019,Mostly developed space (all intensities) / some forest,4
13151070113,2001,Mostly forest / some developed open + low intensity space,2
13151070113,2019,Mostly forest / some developed open + low intensity space,2
13151070114,2001,Mostly developed space (all intensities) / some forest,4
13151070114,2019,Mostly developed space (all intensities) / some forest,4
13151070202,2001,Mostly forest / farmland,1
13151070202,2019,Mostly forest / farmland,1
13151070203,2001,Mostly forest / farmland,1
13151070203,2019,Mostly forest / farmland,1
13151070204,2001,Mostly forest / farmland,1
13151070204,2019,Mostly forest / farmland,1
13151070205,2001,Mostly forest / farmland,1
13151070205,2019,Mostly forest / farmland,1
13151070304,2001,Mostly forest / farmland,1
13151070304,2019,Mostly developed space (all intensities) / some forest,4
13151070305,2001,Mostly forest / farmland,1
13151070305,2019,Mostly forest / farmland,1
13151070306,2001,Mostly forest / farmland,1
13151070306,2019,Mostly forest / farmland,1
13151070307,2001,Mostly forest / farmland,1
13151070307,2019,Mostly forest / some developed open + low intensity space,2
13151070309,2001,Mostly forest / some developed open + low intensity space,2
13151070309,2019,Mostly developed open + low intensity / some forest,3
13151070310,2001,Mostly forest / farmland,1
13151070310,2019,Mostly forest / some developed open + low intensity space,2
13151070311,2001,Mostly forest / some developed open + low intensity space,2
13151070311,2019,Mostly developed space (all intensities) / some forest,4
13151070402,2001,Mostly forest / farmland,1
13151070402,2019,Mostly forest / farmland,1
13151070403,2001,Mostly forest / farmland,1
13151070403,2019,Mostly forest / farmland,1
13151070404,2001,Mostly forest / farmland,1
13151070404,2019,Mostly forest / farmland,1
13151070501,2001,Mostly forest / farmland,1
13151070501,2019,Mostly forest / farmland,1
13151070502,2001,Mostly forest / farmland,1
13151070502,2019,Mostly forest / farmland,1
13247060101,2001,Mostly forest / farmland,1
13247060101,2019,Mostly forest / farmland,1
13247060102,2001,Mostly forest / farmland,1
13247060102,2019,Mostly forest / farmland,1
13247060201,2001,Mostly forest / farmland,1
13247060201,2019,Mostly forest / farmland,1
13247060202,2001,Mostly forest / farmland,1
13247060202,2019,Mostly forest / farmland,1
13247060304,2001,Mostly developed space (all intensities) / some forest,4
13247060304,2019,Mostly developed space (all intensities) / some forest,4
13247060305,2001,Mostly forest / some developed open + low intensity space,2
13247060305,2019,Mostly developed space (all intensities) / some forest,4
13247060306,2001,Mostly forest / farmland,1
13247060306,2019,Mostly forest / some developed open + low intensity space,2
13247060307,2001,Mostly developed open + low intensity / some forest,3
13247060307,2019,Mostly developed open + low intensity / some forest,3
13247060308,2001,Mostly forest / farmland,1
13247060308,2019,Mostly developed space (all intensities) / some forest,4
13247060309,2001,Mostly forest / some developed open + low intensity space,2
13247060309,2019,Mostly forest / some developed open + low intensity space,2
13247060403,2001,Mostly forest / farmland,1
13247060403,2019,Mostly forest / farmland,1
13247060404,2001,Mostly forest / farmland,1
13247060404,2019,Mostly forest / farmland,1
13247060405,2001,Mostly forest / farmland,1
13247060405,2019,Mostly forest / farmland,1
13247060406,2001,Mostly forest / some developed open + low intensity space,2
13247060406,2019,Mostly forest / some developed open + low intensity space,2
13247060407,2001,Mostly forest / some developed open + low intensity space,2
13247060407,2019,Mostly forest / some developed open + low intensity space,2
